"Company","Specific.Bean.Origin","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin","Bar.Price"
"Brazen","Elvesia P.",1514,2015,60,"U.S.A.",3,"","Dominican Republic",NA
"Brazen","Elvesia P.",1514,2015,80,"U.S.A.",3.25,"","Dominican Republic",1.13929902063683
"Brazen","Alta Verapaz, 2014",1514,2015,70,"U.S.A.",3.5,"","Guatemala",NA
"Brazen","Ambolikapiky P.",1518,2015,80,"U.S.A.",NA,"","Madagascar",NA
"Brazen","Maya Mountain",1518,2015,80,"U.S.A.",3.25,"Trinitario","Belize",5.76903212722391
"Brazen","Ambolikapkly P.",1518,2015,60,"U.S.A.",3.25,"","Madagascar",6.93278133240528
"Breeze Mill","Jamaica",1149,2013,70,"U.S.A.",3,"Trinitario","Jamaica",3.54693583701737
"Bright","Somia Plantation",1231,2014,72,"Australia",3,"Trinitario","Madagascar",2.05993324494921
"Bright","Marabel Farms",1231,2014,70,"Australia",3.5,"","Dominican Republic",NA
"Bright","Camino Verde, Balao, Guayas",1231,2014,72,"Australia",3.5,"","Ecuador",NA
"Bright","Gran Couva",1235,2014,68,"Australia",NA,"Trinitario","Trinidad",6.14933811570518
"Britarev","Ecuador",1638,2015,70,"Russia",3.25,"","Ecuador",5.15232034120709
"Bronx Grrl Chocolate","Dominican Republic",1181,2013,68,"U.S.A.",NA,"","Dominican Republic",6.78899403521791
"Burnt Fork Bend","Trinidad",1299,2014,72,"U.S.A.",3.25,"Trinitario","Trinidad",3.80143728130497
"Burnt Fork Bend","Mindo",1299,2014,72,"U.S.A.",3.5,"","Ecuador",6.59553384478204
"Burnt Fork Bend","Belize",1303,2014,72,"U.S.A.",3.25,"Trinitario","Belize",NA
"Burnt Fork Bend","Blend",1303,2014,72,"U.S.A.",3.25,"Blend","",NA
"Burnt Fork Bend","Ecuador, Bob Bar",1323,2014,60,"U.S.A.",2.5,"","Ecuador",2.29435339267366
"C-Amaro","Cuba",1442,2014,75,"Italy",2.5,"","Cuba",NA
"C-Amaro","Dominican Republic",1442,2014,72,"Italy",3,"","Dominican Republic",1.62039337144233
"C-Amaro","Lago di Como, Blu",1442,2014,70,"Italy",3.5,"Blend","",NA
"C-Amaro","Ecuador",1185,2013,100,"Italy",3.5,"","Ecuador",6.29835648951121
"C-Amaro","Venezuela",809,2012,80,"Italy",3,"","Venezuela",2.89470915822312
"C-Amaro","Sao Tome",749,2011,78,"Italy",2.25,"Forastero","Sao Tome",NA
"C-Amaro","Trinidad",765,2011,70,"Italy",2.5,"Trinitario","Trinidad",7.17692452133633
"Cacao Arabuco","Puerto Rico",1606,2015,70,"Puerto Rico",2.5,"","Puerto Rico",6.0908890911378
"Cacao Atlanta","Tumbes",1215,2014,75,"U.S.A.",2.5,"Criollo","Peru",7.58536892966367
"Cacao Atlanta","Dominican Republic, ""Love Bar""",502,2010,75,"U.S.A.",2.5,"","Dominican Republic",8.29358259565197
"Cacao Atlanta","Dominican Republic w/ nibs",502,2010,75,"U.S.A.",NA,"","Dominican Republic",NA
"Cacao Atlanta","Patanemo",600,2010,75,"U.S.A.",2.25,"","Venezuela",2.32375697698444
"Cacao Barry","Grand 'Anse",1716,2016,65,"France",3.5,"Trinitario, Criollo","Haiti",5.95233141840436
"Cacao Barry","Santo Domingo",586,2010,70,"France",3,"","Dominican Republic",5.15888972068205
"Cacao Barry","Tanzania",300,2008,75,"France",2,"","Tanzania",NA
"Cacao Barry","Venezuela",141,2007,72,"France",2,"","Venezuela",7.28435435378924
"Cacao Barry","Mexico",147,2007,66,"France",3,"","Mexico",NA
"Cacao de Origen","Chuao",1688,2015,77,"Venezuela",3.5,"Trinitario","Venezuela",NA
"Cacao de Origen","Rio Caribe",1692,2015,75,"Venezuela",3.25,"Trinitario","Venezuela",NA
"Cacao de Origen","Agua Fria; Sucre region",1391,2014,75,"Venezuela",2.5,"","Venezuela",1.93670772435144
"Cacao de Origen","Macuare; Miranda; Chloe formula",1391,2014,74,"Venezuela",3.25,"","Venezuela",NA
"Cacao de Origen","Chuao, Aragua region",1391,2014,75,"Venezuela",3.5,"Trinitario","Venezuela",7.8474126283545
"Cacao de Origen","Chuao, Aragua region",1395,2014,70,"Venezuela",3.75,"Trinitario","Venezuela",6.39990063337609
"Cacao de Origin","Hacienda la Trinidad",1668,2015,74,"Venezuela",3.25,"","Venezuela",7.11120528541505
"Cacao Hunters","Macondo",1816,2016,71,"Colombia",3.75,"","Colombia",3.5941535262391
"Cacao Hunters","Perla Negra",1816,2016,74,"Colombia",3.75,"","Colombia",7.85786790843122
"Cacao Hunters","Arhuacos",1662,2015,72,"Colombia",3.75,"","Colombia",1.78246151143685
"Cacao Hunters","Sierra Nevada",1430,2014,64,"Colombia",3.5,"","Colombia",NA
"Cacao Hunters","Tumaco",1430,2014,70,"Colombia",3.5,"","Colombia",NA
"Cacao Hunters","Boyaca, Aprocampa Coop, Pauna",1434,2014,69,"Colombia",NA,"","Colombia",7.97866832232103
"Cacao Hunters","Arauca",1434,2014,70,"Colombia",3.25,"","Colombia",1.41248050006106
"Cacao Market","Jutiapa, lot 050916D",1860,2016,70,"U.S.A.",3.5,"Trinitario","Honduras",9.93209777702577
"Cacao Prieto","Criollo, Dominican Republic",991,2012,72,"U.S.A.",3.75,"Criollo","Dominican Republic",3.7568013293203
"Cacao Prieto","Dominican Republicm, rustic",641,2011,72,"U.S.A.",3,"","Dominican Republic",6.69749823841266
"Cacao Prieto","Dominican Republic",641,2011,66,"U.S.A.",3.75,"","Dominican Republic",1.76840611593798
"Cacao Prieto","Dominican Republic, rustic",647,2011,65,"U.S.A.",3.25,"","Dominican Republic",9.74208205216564
"Cacao Sampaka","Mahali, Kasai",1908,2016,70,"Spain",3.5,"Criollo","Congo",NA
"Cacao Sampaka","Madagascar",508,2010,71,"Spain",3.5,"Trinitario","Madagascar",1.061501579592
"Cacao Sampaka","Ecuador",523,2010,71,"Spain",3.75,"","Ecuador",NA
"Cacao Sampaka","Papua",523,2010,71,"Spain",4,"","Papua New Guinea",7.21006391360424
"Cacao Sampaka","Grenada",537,2010,71,"Spain",3.25,"Trinitario","Grenada",5.53553840820678
"Cacao Sampaka","Venezuela",537,2010,71,"Spain",3.5,"","Venezuela",4.03745497576892
"Cacao Sampaka","Venezuela",537,2010,77,"Spain",3.5,"","Venezuela",NA
"Cacao Sampaka","Porcelana, Tabasco, La Joya",336,2009,70,"Spain",4,"Criollo","Mexico",5.04470249009319
"Cacao Sampaka","Xoconusco, Chiapas",346,2009,70,"Spain",4,"Criollo","Mexico",7.05699183349498
"Cacao Store","Madagascar",1684,2015,70,"Japan",3,"Trinitario","Madagascar",NA
"Cacao Store","Peru",1684,2015,70,"Japan",3.25,"","Peru",NA
"Cacao Store","Vietnam",1684,2015,70,"Japan",3.5,"Trinitario","Vietnam",9.59053284232505
"Cacaosuyo (Theobroma Inversiones)","Piura",1173,2013,70,"Peru",3.25,"","Peru",8.32301527983509
"Cacaoyere (Ecuatoriana)","Amazonia",237,2008,63,"Ecuador",3.5,"Forastero (Arriba)","Ecuador",3.59209253150038
"Cacaoyere (Ecuatoriana)","Esmeraldas",237,2008,71,"Ecuador",3.5,"Forastero (Arriba)","Ecuador",NA
"Cacaoyere (Ecuatoriana)","Bolivar",245,2008,82,"Ecuador",2.5,"Forastero (Arriba)","Ecuador",1.07393967849202
"Cacaoyere (Ecuatoriana)","Pichincha",259,2008,91,"Ecuador",1.5,"Forastero (Arriba)","Ecuador",8.2042873648461
"Callebaut","Grenade",296,2008,60,"Belgium",NA,"Trinitario","Grenada",6.10953549179249
"Callebaut","Baking",141,2007,70,"Belgium",1,"","Ecuador",4.71054801694117
"Cao","Porcelana",1804,2016,75,"U.S.A.",2.5,"Criollo","Venezuela",NA
"Cao","Tanzania",1804,2016,73,"U.S.A.",NA,"","Tanzania",NA
"Cao","Porcelana, Batch 5163",1804,2016,70,"U.S.A.",3,"Criollo","Venezuela",8.79370374721475
"Cao","Bolivia",1808,2016,75,"U.S.A.",3,"","Bolivia",6.33741086511873
"Cao","Brazil",1808,2016,70,"U.S.A.",3.25,"Trinitario","Brazil",3.46376142813824
"Caoni (Tulicorp)","Esmeraldas",237,2008,77,"Ecuador",2,"Forastero (Arriba)","Ecuador",NA
"Caoni (Tulicorp)","Manabi",237,2008,77,"Ecuador",2.5,"Forastero (Arriba)","Ecuador",9.55651688529179
"Caoni (Tulicorp)","Los Rios",245,2008,77,"Ecuador",NA,"Forastero (Arriba)","Ecuador",NA
"Caoni (Tulicorp)","Manabi",266,2008,55,"Ecuador",3,"Forastero (Arriba)","Ecuador",8.97909508808516
"Caoni (Tulicorp)","Los Rios",269,2008,55,"Ecuador",3.25,"Forastero (Arriba)","Ecuador",4.7702430721838
"Caoni (Tulicorp)","Esmeraldas",269,2008,55,"Ecuador",3.5,"Forastero (Arriba)","Ecuador",5.82448348565958
"Captain Pembleton","Saidor Estate, Madang P.",1263,2014,70,"New Zealand",3.5,"Trinitario","Papua New Guinea",5.81987252528779
"Captain Pembleton","Kulili Estate",1263,2014,70,"New Zealand",3.75,"","Papua New Guinea",5.41201778384857
"Caribeans","Antigua, Special Reserve",1582,2015,72,"Costa Rica",3.5,"","Guatemala",NA
"Caribeans","Talamanca, Raul-Kekoldo community",1586,2015,72,"Costa Rica",3.25,"","Costa Rica",2.4281955785118
"Caribeans","Anselmo Paraiso Estate",1586,2015,72,"Costa Rica",3.5,"","Costa Rica",3.89334480767138
"Caribeans","Costa Rica",841,2012,72,"Costa Rica",3,"Forastero","Costa Rica",1.23409639461897
"Caribeans","Costa Rica",845,2012,80,"Costa Rica",NA,"Forastero","Costa Rica",NA
"Carlotta Chocolat","Arauca",1884,2016,65,"Colombia",3,"Trinitario","Colombia",2.16474660555832
"Carlotta Chocolat","Tumaco",1888,2016,65,"Colombia",3.25,"Trinitario","Colombia",7.79378908220679
"Carlotta Chocolat","Cordoba",1888,2016,65,"Colombia",3.25,"Trinitario","Colombia",8.74890421819873
"Carlotta Chocolat","Huila",1888,2016,65,"Colombia",3.5,"Trinitario","Colombia",6.5962635606993
"Carlotta Chocolat","Cesar",1888,2016,65,"Colombia",3.5,"CCN51","Colombia",4.50253290729597
"Castronovo","Patanemo, batch 539",1956,2017,70,"U.S.A.",3.25,"","Venezuela",6.96085877809674
"Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,72,"U.S.A.",4,"Trinitario","Belize",9.41769822943024
"Castronovo","the lost city, gracias a dias, batch 362",1570,2015,72,"U.S.A.",3.5,"Trinitario","Honduras",NA
"Castronovo","Duarte, Batch 360",1570,2015,70,"U.S.A.",3.75,"Criollo, Trinitario","Domincan Republic",5.34032120322809
"Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,72,"U.S.A.",3.5,"","Venezuela",2.25018542748876
"Castronovo","Sierra Nevada",1347,2014,72,"U.S.A.",3.5,"Criollo, Trinitario","Colombia",NA
"Castronovo","Arauca",1371,2014,76,"U.S.A.",3.5,"Criollo, Trinitario","Colombia",NA
"Castronovo","Elvesia P.",1407,2014,70,"U.S.A.",NA,"Trinitario","Dominican Republic",8.30317291989923
"Castronovo","Bolivia",1101,2013,70,"U.S.A.",3,"Trinitario","Bolivia",9.07064814376645
"Castronovo","Conacado",1101,2013,73,"U.S.A.",3.5,"Trinitario","Dominican Republic",4.57521404721774
"Castronovo","San Martin",1105,2013,70,"U.S.A.",2.5,"Criollo","Peru",4.49487203639001
"Castronovo","Guaniamo, Amazonas",1105,2013,70,"U.S.A.",3.25,"","Venezuela",NA
"Castronovo","Nicaragua",1109,2013,72,"U.S.A.",3.25,"Trinitario","Nicaragua",NA
"Castronovo","Tumbes",1153,2013,70,"U.S.A.",NA,"Criollo","Peru",8.98176314425655
"Castronovo","Guaniamo",1153,2013,72,"U.S.A.",3,"","Venezuela",5.68758116126992
"Cello","Ecuador",1247,2014,70,"U.S.A.",2.5,"","Ecuador",1.11797394393943
"Cello","Peru",1247,2014,70,"U.S.A.",NA,"","Peru",NA
"Cello","Venezuela",1251,2014,70,"U.S.A.",NA,"","Venezuela",8.40445652487688
"Cello","Bolivia",1251,2014,70,"U.S.A.",3,"","Bolivia",8.51729787955992
"Cemoi","Equateur",404,2009,72,"France",NA,"","Ecuador",7.0981357190758
"Chaleur B","Uganda",1426,2014,70,"Canada",NA,"Forastero","Uganda",8.2775084041059
"Charm School","Maya Mtn",1900,2016,70,"U.S.A.",3.25,"","Belize",NA
"Chchukululu (Tulicorp)","Arriba",486,2010,55,"Ecuador",NA,"Forastero (Arriba)","Ecuador",NA
"Chchukululu (Tulicorp)","Los Rios",252,2008,75,"Ecuador",3,"Forastero (Arriba)","Ecuador",8.01159294508398
"Chequessett","la Amistad",1235,2014,70,"U.S.A.",3.5,"","Costa Rica",1.6471368749626
"Chloe Chocolat","Blend No. 1",672,2011,70,"France",3.5,"","",NA
"Chocablog","Ecuador",1454,2015,70,"U.K.",3.25,"","Ecuador",8.03772023203783
"Choco Del Sol","Maya Mountain w/ nibs",1407,2014,75,"Germany",3,"Trinitario","Belize",1.79105153307319
"Choco Del Sol","Maya Mountain",1407,2014,82,"Germany",3.25,"Trinitario","Belize",7.17737573804334
"Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,70,"South Korea",NA,"Trinitario","Vietnam",NA
"Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,70,"South Korea",3.5,"Trinitario","Malaysia",1.06298609008081
"Chocola'te","Madagascar",647,2011,70,"U.S.A.",3.75,"Trinitario","Madagascar",NA
"Chocola'te","Venezuela",647,2011,68,"U.S.A.",3.75,"","Venezuela",1.18021870497614
"Chocolarder","Peru",1482,2015,65,"U.K.",2.5,"Criollo","Peru",4.07632999750786
"Chocolarder","Peru + nibs",1482,2015,65,"U.K.",NA,"Criollo","Peru",4.77141152415425
"Chocolarder","Dominican Republic",1514,2015,80,"U.K.",2.5,"","Dominican Republic",4.95488382619806
"Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,90,"U.S.A.",2.5,"","Peru",NA
"Chocolate Alchemist-Philly","Philly Blend, 5 plantations",1772,2016,80,"U.S.A.",2.5,"","",3.34771171351895
"Chocolate Con Amor","Wild Bolivian",1760,2016,70,"U.S.A.",2.5,"","Bolivia",3.82166105974466
"Chocolate Con Amor","Uganda",1760,2016,70,"U.S.A.",NA,"","Uganda",2.48968819994479
"Chocolate Con Amor","Dominican Republic",1764,2016,60,"U.S.A.",3,"","Dominican Republic",1.49166198191233
"Chocolate Con Amor","Dominican Republic",1764,2016,75,"U.S.A.",3,"","Dominican Republic",4.26970489160158
"Chocolate Con Amor","Ocumare",1764,2016,80,"U.S.A.",3,"Criollo (Ocumare)","Venezuela",5.18242396740243
"Chocolate Con Amor","Ecuador",1764,2016,70,"U.S.A.",3.25,"","Ecuador",NA
"Chocolate Con Amor","Nicaragua",1768,2016,80,"U.S.A.",NA,"","Nicaragua",NA
"Chocolate Conspiracy","Peru",1259,2014,74,"U.S.A.",NA,"","Peru",NA
"Chocolate Makers","Tres Hombres",1530,2015,75,"Amsterdam",3.25,"Trinitario","Dominican Republic",3.97898045764305
"Chocolate Makers","Congo, Gorilla bar",1530,2015,68,"Amsterdam",3.5,"Forastero","Congo",3.48444705363363
"Chocolate Makers","Peru, Awagum bar",1530,2015,80,"Amsterdam",3.75,"Criollo","Peru",NA
"Chocolate Tree, The","Maranon",1582,2015,69,"Scotland",3.75,"Forastero (Nacional)","Peru",1.84524946380407
"Chocolate Tree, The","Carenero Superior",1582,2015,80,"Scotland",3.75,"Trinitario","Venezuela",NA
"Chocolate Tree, The","Peru",1121,2013,70,"Scotland",3.75,"Forastero (Nacional)","Peru",8.37520425906405
"Chocolate Tree, The","Ecuador",919,2012,82,"Scotland",2.5,"Forastero (Arriba)","Ecuador",NA
"Chocolate Tree, The","Peru",919,2012,68,"Scotland",NA,"Criollo","Peru",4.97980066784658
"Chocolate Tree, The","Madagascar",919,2012,72,"Scotland",3.25,"Criollo","Madagascar",3.0256601574365
"Chocolats Privilege","Xoconusco",1219,2014,70,"Canada",2.5,"Criollo","Mexico",1.74304954498075
"ChocoReko","Patanemo",1454,2015,77,"Japan",3,"Criollo","Venezuela",2.72820986853912
"Chocosol","Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65,"Canada",3.25,"","Mexico",NA
"Chocovic","Xoconusco",478,2010,71,"Spain",3.25,"Criollo","Mexico",8.06438400689512
"Chocovic","Sambirano",478,2010,71,"Spain",3.5,"Trinitario","Madagascar",9.74294260120951
"Chocovic","Kendari",439,2009,60,"Spain",3.25,"","",6.28715230314992
"Chocovic","Tarakan",439,2009,75,"Spain",3.25,"","",NA
"Chocovic","Ocumare",209,2008,71,"Spain",3.5,"Criollo","Venezuela",NA
"Chocovic","Bolivar, Guaranda",117,2007,71,"Spain",2.5,"Forastero (Arriba)","Ecuador",NA
"Chocovic","Guyave",117,2007,71,"Spain",2.5,"Trinitario","Grenada",8.94715663604438
"Chocovic","Maragda",117,2007,70,"Spain",3,"Blend","",9.2786325190682
"Chocovivo","Tabasco",1522,2015,65,"U.S.A.",2.5,"Trinitario","Mexico",6.26935017807409
"Chocovivo","Tabasco",1522,2015,75,"U.S.A.",2.5,"Trinitario","Mexico",5.48154042568058
"Choklat","Ocumare",377,2009,80,"Canada",2.5,"Criollo","Venezuela",5.8965942224022
"Choklat","Porcelana, Tabasco",377,2009,70,"Canada",NA,"Criollo","Mexico",2.77970263012685
"Choklat","Brazilian",377,2009,70,"Canada",3,"","Brazil",NA
"Choklat","Brazilian",377,2009,80,"Canada",3,"","Brazil",NA
"Choklat","Ocumare",377,2009,70,"Canada",3,"Criollo","Venezuela",NA
"Chokolat Elot (Girard)","Guadeloupe",1149,2013,42,"Martinique",NA,"","Martinique",NA
"Choocsol","Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75,"Canada",3.25,"","Mexico",7.60372982383706
"Christopher Morel (Felchlin)","Maranon Canyon, Fortunato No. 4",666,2011,68,"Canada",3.75,"Forastero (Nacional)","Peru",9.86461281985976
"Chuao Chocolatier","Choroni",445,2009,61,"U.S.A.",3,"Criollo","Venezuela",4.69462951296009
"Chuao Chocolatier (Pralus)","Chuao",486,2010,77,"U.S.A.",NA,"Trinitario","Venezuela",NA
"Claudio Corallo","Terreiro Velho P.",470,2010,73.5,"Sao Tome",3.75,"Forastero","Sao Tome & Principe",NA
"Claudio Corallo","Terreiro Velho P. w/ sugar crystals",209,2008,80,"Sao Tome",3,"Forastero","Sao Tome & Principe",8.79570217314176
"Claudio Corallo","Terreiro Velho P.",227,2008,75,"Sao Tome",4,"Forastero","Sao Tome & Principe",NA
"Claudio Corallo","Principe",252,2008,100,"Sao Tome",1,"Forastero","Sao Tome & Principe",2.09709333977662
"Cloudforest","Camino Verde P., Balao, Guayas, 2014",1486,2015,73,"U.S.A.",3.5,"","Ecuador",NA
"Coleman & Davis","Sambirano",1646,2015,75,"U.S.A.",3,"Trinitario","Madagascar",NA
"Compania de Chocolate (Salgado)","Sur del Lago",579,2010,70,"Argentina",3.25,"","Venezuela",NA
"Compania de Chocolate (Salgado)","Carenero Superior",292,2008,80,"Argentina",NA,"Trinitario","Venezuela",NA
"Compania de Chocolate (Salgado)","Moxos",292,2008,72,"Argentina",3.25,"","Bolivia",NA
"Compania de Chocolate (Salgado)","Ocumare",292,2008,70,"Argentina",3.75,"Criollo","Venezuela",NA
"Compania de Chocolate (Salgado)","Esmeraldas",296,2008,88,"Argentina",NA,"Forastero (Nacional)","Ecuador",4.43280337075703
"Condor","Camino Verde",1630,2015,76,"U.S.A.",3.5,"","Ecuador",2.05144860269502
"Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,78,"U.S.A.",NA,"Trinitario","Vietnam",1.33033923828043
"Coppeneur","Ghana",1984,2017,75,"Germany",3.75,"","Ghana",6.63631252665073
"Coppeneur","Ecuador, Puristique",1169,2013,65,"Germany",3.25,"Forastero (Nacional)","Ecuador",NA
"Coppeneur","Ghana Puristique",813,2012,85,"Germany",3.5,"Forastero","Ghana",6.62097688554786
"Coppeneur","Ecuador Puristique",817,2012,100,"Germany",1.5,"","Ecuador",9.24387699738145
"Coppeneur","Uba Budo",821,2012,72,"Germany",3.75,"Forastero","Sao Tome & Principe",1.83633238449693
"Coppeneur","Madagascar",959,2012,70,"Germany",3.5,"Trinitario","Madagascar",NA
"Coppeneur","Grenada",470,2010,72,"Germany",3.25,"Trinitario","Grenada",NA
"Coppeneur","Chuao",478,2010,70,"Germany",3,"Trinitario","Venezuela",1.81289875833318
"Coppeneur","Los Rios, H. Iara",558,2010,72,"Germany",2.5,"Nacional","Ecuador",1.64851411595009
"Coppeneur","Trinidad",558,2010,72,"Germany",3,"Trinitario","Trinidad",6.93659203476273
"Coppeneur","Jamaica",558,2010,72,"Germany",3.25,"Trinitario","Jamaica",5.8390946474392
"Coppeneur","Ocumare 61",558,2010,72,"Germany",3.25,"Criollo (Ocumare 61)","Venezuela",NA
"Coppeneur","Porcelana, Apotequil",341,2009,72,"Germany",3,"Criollo","Peru",NA
"Coppeneur","Porcelana, Apotequil",445,2009,62,"Germany",3.25,"Criollo","Peru",5.32113792910241
"Coppeneur","Chuao 100hr",451,2009,70,"Germany",3.5,"Criollo, Trinitario","Venezuela",9.58382762153633
"Coppeneur","Chuao 70hr",451,2009,70,"Germany",3.75,"Criollo, Trinitario","Venezuela",3.08107795892283
"Coppeneur","Porcelana, Tabasco, Mexico",220,2008,72,"Germany",3,"Criollo","Mexico",8.20853390730917
"Coppeneur","Porcelana, Venezuela",220,2008,72,"Germany",3,"Criollo (Porcelana)","Venezuela",4.86053736298345
"Coppeneur","Sambirano, Menava P.",196,2007,72,"Germany",3,"Trinitario","Madagascar",7.86475530359894
"Cote d' Or (Kraft)","Sensations Intense",48,2006,70,"Belgium",1,"","",NA
"Cravve","New Ireland",1283,2014,70,"Australia",2.5,"Forastero","Papua New Guinea",4.62316007982008
"Cravve","Vanuatu, batch 2410",1335,2014,83,"Australia",NA,"Trinitario","Vanuatu",NA
"Cravve","Tanzania, batch a1",971,2012,75,"Australia",3.25,"Forastero","Tanzania",9.26971613336354
"Cravve","Bahia, batch a1213",975,2012,65,"Australia",3.25,"Trinitario","Brazil",NA
"Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,67,"Australia",3.25,"Trinitario","Fiji",5.99106861650944
"Cravve","Vanuatu",975,2012,64,"Australia",3.25,"Trinitario","Vanuatu",3.2843871684745
"Cravve","Djual Island",975,2012,75,"Australia",3.5,"Forastero","Papua New Guinea",NA
"Creo","""heirloom"", Arriba Nacional",1736,2016,85,"U.S.A.",3.25,"Forastero (Nacional)","Ecuador",7.97132387873717
"Creo","""heirloom"", Arriba Nacional",1736,2016,73,"U.S.A.",3.75,"Forastero (Nacional)","Ecuador",NA
"DAR","Venezuela, batch 122",1920,2016,72,"U.S.A.",NA,"","Venezuela",NA
"DAR","Vietnam",1920,2016,72,"U.S.A.",3,"Trinitario","Vietnam",2.9810699664522
"DAR","DUO, batch 002",1920,2016,70,"U.S.A.",3.25,"","Ecuador, Costa Rica",9.98994384100661
"Daintree","Goodman Estate",1654,2015,70,"Australia",NA,"","Australia",6.36726664681919
"Daintree","Daintree Estates, N. Queensland",785,2011,70,"Australia",3.25,"","Australia",7.62002563290298
"Dalloway","Dominican Republic, batch 7",1928,2017,72,"U.S.A.",NA,"","Dominican Republic",1.38124610902742
"Damson","Robson Estate",1610,2015,70,"U.K.",3,"Trinitario","Trinidad",4.56926135160029
"Damson","Los Rios",1610,2015,70,"U.K.",3.5,"","Ecuador",2.17040135804564
"Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,70,"U.K.",2.25,"","Grenada",9.48338975687511
"Damson","O'Payo",1666,2015,70,"U.K.",NA,"","Nicaragua",5.41057107783854
"Dandelion","Zorzal Reserva, 2015 H., Kerchner",1816,2016,70,"U.S.A.",3.75,"","",NA
"Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,70,"U.S.A.",3,"Trinitario","Belize",5.38140586018562
"Dandelion","Maya Mountain",1219,2014,70,"U.S.A.",3.5,"Trinitario","Belize",5.33838344970718
"Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,70,"U.S.A.",3.5,"","Ecuador",NA
"Dandelion","Buto",1303,2014,70,"U.S.A.",NA,"","Liberia",NA
"Dandelion","San Francisco de Macoris, Cibao region",1387,2014,70,"U.S.A.",3.75,"","Dominican Republic",NA
"Dandelion","Cumboto, farmer Jose Lugo",1026,2013,70,"U.S.A.",NA,"","Venezuela",4.18245468381792
"Dandelion","Patanemo",1026,2013,70,"U.S.A.",3.25,"","Venezuela",4.4667243398726
"Dandelion","Mantuano, 2012",1085,2013,70,"U.S.A.",3.5,"","Venezuela",4.76802242523991
"Dandelion","Papua New Guinea",1153,2013,70,"U.S.A.",3.5,"","Papua New Guinea",9.93649614509195
"Dandelion","Upala",805,2012,70,"U.S.A.",3,"","Costa Rica",8.34945298847742
"Dandelion","Colombian",805,2012,70,"U.S.A.",3.25,"","Colombia",NA
"Dandelion","Elvesia, 2011",915,2012,70,"U.S.A.",3.75,"","Dominican Republic",3.80052116233855
"Dandelion","Dominican Republic",654,2011,70,"U.S.A.",3.25,"","Dominican Republic",NA
"Dandelion","Madagascar",654,2011,70,"U.S.A.",3.25,"Trinitario","Madagascar",8.52137953322381
"Dandelion","Tanzania",654,2011,70,"U.S.A.",3.25,"","Tanzania",NA
"Danta","Los Ujuxtes",1223,2014,82,"Guatemala",3.25,"","Guatemala",4.29260925925337
"Danta","Chuao",987,2012,75,"Guatemala",3,"Trinitario","Venezuela",3.24716230668128
"Danta","Los Ujuxtes",987,2012,70,"Guatemala",3.75,"","Guatemala",2.95465404656716
"Danta","Sambirano",987,2012,70,"Guatemala",3.75,"Trinitario","Madagascar",8.1592067591846
"Danta","Las Acacias E.",987,2012,70,"Guatemala",4,"Criollo","Guatemala",NA
"Danta","Oscuro, Finca Chimelb",991,2012,70,"Guatemala",3.25,"","Guatemala",7.9356066531036
"Danta","Los Ujuxtes",661,2011,60,"Guatemala",3.5,"","Guatemala",NA
"Danta","Las Acacias E.",423,2009,75,"Guatemala",3,"Criollo","Guatemala",NA
"Danta","Las Acacias E.",423,2009,60,"Guatemala",3.25,"Criollo","Guatemala",8.64022675831802
"Dark Forest","Bolivia",1708,2016,75,"U.S.A.",3.25,"","Bolivia",6.94479071162641
"Dark Forest","Madagascar",1550,2015,70,"U.S.A.",3,"Trinitario","Madagascar",1.18061619577929
"Dark Forest","Ocumare",1550,2015,70,"U.S.A.",3.25,"","Venezuela",8.27547629759647
"Dark Forest","Tanzania",1554,2015,70,"U.S.A.",3,"","Tanzania",6.23575089802034
"Dark Forest","Ecuador",1554,2015,70,"U.S.A.",3.25,"","Ecuador",5.30532502033748
"Davis","Ghana",1093,2013,70,"U.S.A.",2.5,"Forastero","Ghana",9.23191453376785
"Davis","Rainforest",1093,2013,70,"U.S.A.",NA,"","Dominican Republic",5.56914576841518
"Davis","Venezuela",1093,2013,70,"U.S.A.",NA,"","Venezuela",2.3351715260651
"Davis","West Africa",907,2012,58,"U.S.A.",3.25,"Forastero","West Africa",NA
"De Mendes","Nativo, Varzea",1462,2015,72,"Brazil",3.5,"","Brazil",3.40769288921729
"De Mendes","Selvagem, Jari",1462,2015,65,"Brazil",3.5,"","Brazil",4.11514339549467
"De Villiers","Bundibugyo District",1832,2016,70,"South Africa",2.5,"Forastero","Uganda",4.14821613486856
"De Villiers","Sambirano Valley, batch 2477",1832,2016,70,"South Africa",3,"","Madagascar",9.80068064341322
"Dean and Deluca (Belcolade)","Madagascar",170,2007,66,"U.S.A.",2.5,"Trinitario","Madagascar",5.11198079981841
